,Label,Serving Size,Calories,Fat,Cholesterol,Sodium,Carbs,Protein
1899,PenneSoy&Herbs,8oz,340,14.5,0,1250.8,44.6,7
1900,ThaiPeanutTofu,61/2oz,346,7.7,0.2,373.3,57.6,11.3
1901,TeriyakiTofu,8oz,69,2.7,0,74.8,6.7,5.8
1902,TofuCreoleEtouffee&CreoleRice,8oz,228,5.8,0,666.3,37.8,6.7
1903,MooShuSeitan,53/4oz,322,4.2,27,764.7,54.1,15.6
1904,VegFettuciniBleu,7oz,490,19,52.5,501.9,57.8,20.4
1905,ShantungSeitan,8oz,145,2.2,0,1031.4,27.8,11.9
1906,VegThaiPadNoodles,4oz,219,6.5,0.2,753.5,35.8,4.9
1907,ChickenPesto,6oz,612,18.4,130.2,596,50,56.1
1908,Broth,4oz,7,0.1,0,360.9,1.3,0.2
1909,ChickenPitaRollup,1each,570,13.8,133.5,773.8,52.7,56.6
1910,ChickenMushroomSoup,71/4oz,101,1.4,25.1,332.4,10.6,11.3
1911,BeefQuesadilla,1each,491,22.9,78.6,600.7,43.4,27.4
1912,PadThaiNoodlewithPeanutSauce,5oz,437,12,106.1,845.5,36.4,43.9
1913,FettucineMediterranean,6oz,261,12.4,47.6,734.7,27.2,10.4
1914,PastaCarlos,1oz,35,1.1,4.9,61.9,3.9,2.3
1915,ChickenFajitas,6oz,327,14.2,47.7,525.2,28.3,20.1
1916,TeriyakiWings,8oz,238,16.3,123.4,151,4,18.3
1917,ThaiPeanutChicken,61/2oz,579,12.5,127.4,484.1,57.3,55.2
1918,PennewithSausage,8oz,331,20.2,16.5,1031.5,27,9.6
1919,ChickenShantung,8oz,437,10.4,158.9,1109.2,27.7,62.5
1920,FettuciniwithBlueCheese&Sausage,7oz,287,21.7,60.2,664,9.1,14.6
1921,ChickenCacciatore,8oz,341,14.3,48.2,724.5,29.5,22.1
1922,SeitanCacciatore,8oz,317,12.3,0,801.9,31.5,19.9
1923,ShrimpCreoleEtouffe,8oz,215,3.1,25.4,300.8,38.8,7.9
1924,HotofftheGrillSpecial,1each,341,18,68.9,244,23,22.3
1925,KGrillSpecialNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
1926,SpinNachos&WatermelonSalsa,1each,306,2.1,9.1,1043.6,62.6,9.1
1927,SaladwithRedCapers&Ginger,3oz,31,0.6,0.4,21.5,5.3,1.5
1928,PrincetonFusionCioppino,10oz,725,3.5,0,0.1,141.6,24.2
1929,GeneralJoeTofu,4oz,128,2.5,0,423.7,16.7,12.3
1930,ChefPoon'sBigBowl,1each,360,2.1,3,457.4,69.8,12.3
1931,StickyRice,4oz,134,0,0,545.7,30.3,2.5
1932,FreshGardenVegetables,4oz,31,0.8,0,325,4.9,1.7
1933,HomemadeBeefHamburger,1each,379,19.9,76.5,271.1,25.6,24.8
1934,ShawarmaGrillSpecial-Beef,1each,293,5.2,2.5,1133.2,54,8.9
1935,ShawarmaGrillSpecial-Turkey,1each,293,5.2,2.5,1133.2,54,8.9
1936,ShawarmaGrillSpecial-Chicken,1each,122,0.7,0,1304.9,26.6,4.3
1937,~ShabbatDinner~,1each,0,0,0,28.4,0,0
1938,SmokedSalmonQuesadillias,1each,374,30.1,94,153,5.1,20.7
1939,SmokedSalmon&Cucumber,1each,15,0.1,0,13.4,3.2,0.5
1940,ThaiCucumberSalad,4oz,29,0.2,0,26.9,6.4,1
1941,MeatlessCaliforniaBurger,1each,388,5.4,0,989.8,68.7,28.9
1942,BabaGhanoush,2oz,87,7.2,0,24.5,3.6,2.8
1943,FrittataPrimavera,4oz,84,4.3,162.4,275.1,5.2,6.6
1944,WildMushroomQuesadilla,1each,279,21.5,59.5,513.2,21.1,19.5
1945,ShawarmaGrillSpecial-ChickenMexican,1each,587,10.4,5,2266.5,108,17.7
1946,ShawarmaGrillMexicanStyleBeef,1each,293,5.2,2.5,1133.2,54,8.9
1947,ShawarmaGrillSpecial-TurkeyMoroaccan,1each,293,5.2,2.5,1133.2,54,8.9
1948,ShawarmaGrillSpecial-BeefMoroccan,1each,293,5.2,2.5,1133.2,54,8.9
1949,ShawarmaGrillSpecial-BeefEuropeanStyle,1each,293,5.2,2.5,1133.2,54,8.9
1950,ShawarmaGrillSpecial-ChickenEuropean,1each,587,10.4,5,2266.5,108,17.7
1951,OktoberfestChicken&RedCabbage,4oz,193,5.6,54.9,418.4,19.6,16.2
1952,ButternutSquash&AppleBisque,6oz,144,5.7,0,1949.1,23.5,1.9
1953,PonzuVinaigrette,1oz,25,2,0,522.6,0.6,1.2
1954,VikingShabbatDinner,1each,0,0,0,28.4,0,0
1955,BarbecueBeefPatties,1each,347,18.8,117.1,721.3,21.3,23.6
1956,ShawarmaGrillSpecialMiddleEastern,1each,122,0.7,0,1304.9,26.6,4.3
1957,Corn,4oz,134,5.7,0,270.9,21.7,2.8
1958,TandooriChicken,2each,304,29.1,16.6,120.5,6.3,7.5
1959,SouthIndianVegetableCurry,4oz,226,16.9,0,607.2,16.1,3.1
1960,YellowRice,2oz,165,1.3,0,137.2,33.3,3.8
1961,Kale&RoastedBeetsSalad,4oz,207,4.3,0,96.5,40.9,5
1962,LemonPepperTunaSlider,1each,58,3.7,15.4,142.8,0.4,5.3
1963,ChickenBiryani,4oz,620,53.5,0,1007.9,33,4.2
1964,BiryaniVegetable,4oz,210,16.8,0,537.4,12.8,2.9
1965,Naan,1wedge,60,1.5,0,120,9.5,2
1966,ChanaMasala-ChickpeaStewNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
1967,ZucchiniNoodles,4oz,19,0.4,0,9.1,3.5,1.4
1968,GarlicMayo,1oz,203,22,20,150.3,0.6,0.1
1969,RoastRedPepperMayonnaise,1oz,165,17.6,16,199.2,1,0
1970,TandooriPollock,6oz,63,3,5.6,87.5,7,1.6
1971,TandooriTofu,6oz,280,13.6,0,322.7,29.4,10.4
1972,ChickenShawarma,2oz,53,1.8,35.9,36.2,1.8,7.5
1973,TofuShawarma,2oz,27,0.9,0,2.5,2.3,3.5
1974,BroiledSalmonwithLemonButter,1each,233,13.9,86,107.8,2.2,26.1
1975,FrenchOnionSoup&Crouton,6oz,116,9.5,1.4,779,7.1,1.4
1976,Tomato&CarrotChowder,6oz,116,9.4,0.7,648.3,7.7,1.5
1977,VegetableSoup,6oz,35,1.8,0,384.2,4.5,1
1978,ButternutSquashSoup,6oz,129,7.7,0,522.8,15.6,1.1
1979,GoodHealthSoup,6oz,41,0.1,0,19.8,9.3,1
1980,MatzohBallSoup,6oz,119,4.3,84.6,1110.7,15.4,4.3
1981,PastaeFagioliSoup,6oz,122,2.5,0,729.4,20.6,4.1
1982,MinestroneSoup,6oz,97,2.1,0,698.3,16.1,3.5
1983,Damon'sCaramelizedLeekSoup,6oz,69,3.5,0,730,6.3,0.7
1984,TomatoSoup,6oz,80,3,5.7,750.4,11.4,2.1
1985,PastaeFagioliSoup,6oz,122,2.4,0,729.2,20.5,4.1
1986,TomatoEggplantSoup&RoastedPeppers,6oz,92,1.1,0,1964.2,19.8,3.6
1987,PotatoLeek&ParsleySoup,6oz,460,23.3,1.4,620.5,32.9,5.9
1988,Carrot&GingerSoup,6oz,106,4.1,0.9,374.3,16.6,1.8
1989,BlackBeanSoup,6oz,168,0.4,0,646.3,31.9,10
1990,GardenVegetableSoup,6oz,66,2.8,0,231.6,9.8,1.7
1991,VegetarianVegetableSoup,6oz,44,1.8,0,706.2,6.4,0.9
1992,ChickenNoodleSoup,6oz,110,3.3,35.3,396,11.9,7.7
1993,CarrotGingerSoup,6oz,146,11.2,32.9,34.4,10.4,1.4
1994,MoroccanLentilSoup,6oz,139,3.9,0,886.7,19.4,7.6
1995,SweetCornChowder,6oz,66,0.6,0,63.7,14.4,1.9
1996,VegetableBarleySoup,6oz,67,1.8,0,623.3,11.5,1.5
1997,OrzoVegetableSoup,6oz,86,2,0,708.8,14.9,2.3
1998,CornBisque,6oz,162,11.2,38,808.6,14.4,2.2
1999,PotatoVegetableSoup,6oz,60,0.3,0,223.2,13.7,1.2
2000,Michael'sTacoSoup,6oz,46,1.2,3.4,254.4,6,2.3
2001,PumpkinOrzoSoup,1srvg,265,3.9,7.6,59,51.5,8.6
2002,CreamofBroccoliSoup,12oz,305,26.2,23.9,719.6,15.4,5
2003,TuscanBeanSoup,8oz,263,1.2,0,364.7,48,18.4
2004,CaribbeanBlackBeanSoup,6oz,256,4.7,2.1,2800.7,42.1,12.7
2005,AsianChickenMushroomSoup,8oz,275,5.4,74.3,2590.4,28.3,28.7
2006,ItalianWinterStyleSoup,1srvg,145,6.5,14.7,397.7,18.6,2.8
2007,WinterLentilVegetableSoup,6oz,70,0.4,0.1,380.5,13,4.3
2008,SpicedAppleButternutSquashSoup,8oz,93,3,7.6,10.1,17.2,1.3
2009,TomatoSoupwithGrilledCheese,6oz,107,6.5,20.3,758,10.3,2.2
2010,MushroomBarleySoup,6oz,94,1.8,0,2298.4,18.4,2.2
2011,IndianLentilStew,4oz,89,4.8,12.4,58.8,9.5,2.6
2012,VegetableMushroom&BarleyStew,8oz,124,0.9,0,80.5,27.3,2.8
2013,AsparagusSoup,4oz,47,0.5,0,241.9,8.8,5.1
2014,ButternutSquash&SweetPotatoSoup,4oz,549,42.7,0,2936.3,39.7,9.3
2015,PortobelloMushroomLentilSoup,6oz,260,3,1.9,565,42.5,17.9
2016,SpringVegetableSoup,6oz,54,2.7,0,230.1,7,1
2017,"Tomato,Lentil&BarleySoup",8oz,308,2.7,0,492.2,61.2,11.7
2018,SoupoverCouscous,8oz,360,17.4,108.3,2323.6,34.1,10.3
2019,CurriedCauliflowerSoup,6oz,172,13,0,1225.9,14,3.5
2020,VeganGreenLentilSoup,6oz,9,0.1,0,30.7,1.8,0.5
2021,HomemadePotatoSalad,4oz,67,3,2.7,302,9.2,0.9
2022,RainbowPastaSalad,4oz,198,10.2,20.2,213.3,17,8.1
2023,CabbageSlawSalad,4oz,375,36.8,33.3,541,7.9,1.5
2024,PastaSalad&Vegetables,4oz,192,5.1,0,214.7,30.8,5.5
2025,OrzoSalad,4oz,378,15.4,0,338.2,51.5,8.6
2026,MacaroniSalad,4oz,599,40.1,60.5,1070.1,47.2,9.1
2027,TunaSalad,4oz,301,22.8,68.1,570.4,1,21
2028,EggSalad,4oz,271,26.5,195.9,228.9,1,6.1
2029,FreshFruitSalad,4oz,53,0.2,0,10.8,13.5,0.9
2030,SpinachSalad&Mushrooms,4oz,13,0.3,0,97.3,1.1,2.7
2031,"Corn,BlackBean&TomatoSalad",4oz,148,1.5,0,10.1,29.3,6.6
2032,TossedSalad,4oz,29,0.1,0,204.7,5.8,1.2
2033,ColeSlaw,4oz,47,3.6,3.4,30.4,3.6,0.4
2034,SaladBar,6oz,46,1.1,1.2,474.7,7,3.3
2035,IsraeliSalad,4oz,202,18.4,0,641.9,7.4,2.1
2036,WhitefishSalad,4oz,344,28.4,74.9,698.6,6.1,14.2
2037,RedBlissPotatoSalad,4oz,162,9.1,0,179.8,1.5,1.8
2038,BowtiePastaSalad,4oz,73,4.5,3.9,50.5,6.2,2.1
2039,Tomato&CucumberSalad,4oz,189,18.2,0,278.3,6.3,0.9
2040,YukonGoldPotatoSalad,4oz,226,14.2,12.8,209.5,0.7,2.2
2041,TurkeySalad,4oz,111,11.8,10.7,324.5,0.8,0.2
2042,BowtiePastaSalad,4oz,60,2.9,0,67.5,6.7,2.1
2043,PastaVegetableSalad,4oz,311,8.2,0,158.5,49.2,8.2
2044,TossedSalad&Dressings,4oz,13,0,0,101.5,2.1,0.5
2045,ChickenSalad,3oz,244,18.9,29.2,591.2,9.6,7.9
2046,TunaPastaSalad,4oz,269,1.5,9.7,152.4,48.7,12.5
2047,OrientalPastaSalad,4oz,322,1.5,0,1374,60.5,13.2
2048,RedBlissPotatoSalad,4oz,157,9.1,0,170.9,0.3,1.6
2049,MarinatedVegetableSalad,4oz,150,14.5,0,385.5,5.5,1
2050,Beet&AppleSalad,1svg,168,5.6,0,222.1,27.6,3.5
2051,Tomato&BasilSalad,4oz,31,0.2,0,391.6,6.4,0.8
2052,MarinatedCucumberSalad,4oz,186,18.1,0,74.1,5.4,0.9
2053,TabouliSalad,4oz,143,4,0,16.3,24.3,3.7
2054,GrilledSeafoodSalad,1svg,581,28.8,34,2226.8,59.5,23.8
2055,GrilledChickenSalad,1srvg,232,8.2,109.7,863.4,10.7,27.8
2056,WaldorfSaladPlatter,1srvg,270,19.7,17.8,160,21.9,1.3
2057,MixedGreens&MediterraneanVinaigrette,1srvg,122,9.4,0,229.4,6.6,1.5
2058,SpinachFruit&FetaSalad,1srvg,235,14.9,16.8,335.7,22.8,5.3
2059,GreekVegetableSalad,1svg,134,8.3,25.2,647.4,9,5.4
2060,ChickenCaesarSalad,4oz,200,9.6,109.7,530.3,1.9,26.4
2061,Saut�edChickenMarsala,6oz,158,7.9,54.9,469.8,6.6,14
2062,MediterraneanPanzanellaSalad,4oz,248,19.1,4.9,621.9,15.6,3.2
2063,RoastedRootVegetable&PastaSalad,4oz,82,5.3,0.1,66.2,8.2,1
2064,CaesarAntipastoSalad,4oz,271,16.7,22.8,897.6,17.5,14.3
2065,Olive&CucumberSalad,4oz,186,18.1,0,74.1,5.4,0.9
2066,Lentil&OrzoSalad,4oz,153,9,0.1,308.7,14.8,4.5
2067,NicoiseSalad,1each,292,8,192.8,584.7,13.4,23.8
2068,Lentil&KaleSalad,4oz,92,3.6,0,128,11.4,4.1
2069,MediterraneanLentilSalad,4oz,212,9.6,0,18.5,23.4,9.5
2070,GarlicTahiniKaleSlaw,4oz,162,8.2,0,269.2,21.3,6.7
2071,CapriSalad,7oz,229,13.9,36.3,362.9,11.2,15.8
2072,CrispZucchini&AppleSlaw,1/2cup,161,6.6,4.2,115.5,25.2,1.4
2073,ZucchiniRedPepper&RicottaSalad,1srvg,141,10.9,4.4,134.9,7.6,3.4
2074,"Papaya,Mango&AvocadoSalad",4oz,143,12.3,1.4,157.1,8.8,1.3
2075,Mesclun&MangoSaladwithGingerCarrot,1srvg,101,7.5,2,179.2,8.3,1.7
2076,ItalianLeafyGreenSalad,1srvg,169,10,0,84.6,18,4.4
2077,EndiveSalad,4oz,37,0.2,0,40.8,8,1.6
2078,Beet&SpinachSaladwithCitrus&Walnuts,4oz,209,13.5,0,292.2,14.7,3.3
2079,Orange&EndiveSalad,4oz,464,44.9,0,26.1,13.3,1.2
2080,HealthySlawSalad,4oz,42,0.2,0,289.2,8.1,1.2
2081,BibLettucewithVegetableSlaw,1each,40,0.3,0,112.8,7.7,1.8
2082,CarrotParsnipSoup,6oz,49,0.2,0,35.7,11.4,0.9
2083,Mesclun&MangoSaladwithTuna,1srvg,295,21.5,30.4,312.1,12.2,14.9
2084,CabbageSlawSalad,4oz,73,0.2,0,308.9,16.5,1.4
2085,Beet&WatermelonSalad,1svg,155,0.7,0,159.3,37.8,3.8
2086,PenneTomato&MozzarellaSalad,1srvg,343,27.9,37.7,919.9,10.6,13.6
2087,Artichoke&RedPepperMixedGreenSalad,4OZ,400,12.1,12.6,1166.6,59.3,14.3
2088,GrapeCheddar&WalnutSalad,1cup,67,3.8,5,126.7,5.1,2.9
2089,GoldenBeetSalad,4oz,123,9.9,0,193.1,8.2,1.5
2090,Couscous,4oz,448,19,0,102.3,58.3,10.5
2091,GrilledVegetableKabobSalad,1srvg,90,1.9,0,6.6,12.2,9
2092,GrilledVegetable&TofuKabobSalad,1srvg,167,12.2,0,298.4,10.7,3.9
2093,RawKaleSaladwithCreamyTahiniDressing,8oz,387,21.6,1.5,3356.4,36.7,20.4
2094,KaleSaladwithTomatoes&Quinoa,4oz,75,1.5,0,60.2,15.2,3.5
2095,KaleSaladwithCharredCorn&Feta,4oz,151,8.6,25.3,384.9,13.2,7.1
2096,MyrthaWinterGreenSalad,4oz,1089,80.7,0.5,11219.8,88.4,13.5
2097,LemonPoppySeedDressing,1oz,87,9.3,0,31,0.8,0.2
2098,SaladBarwithTuna,6oz,29,0.3,1.2,471.5,5.7,1.7
2099,ColdTropicalMacaroniSalad,4oz,698,33.3,107.9,312.2,79.4,15.8
2100,AsianSalmonSalad,4oz,210,9.3,43.8,464.6,13.1,19
2101,ColdSzechuanNoodles&Vegetables,4oz,223,1.6,0.2,391.5,42.7,9
2102,CaribbeanVegetables,4oz,135,2.7,0,107.3,25.8,3.1
2103,JamaicanBeans&Rice,8oz,510,24.6,0,1181,62.8,12.9
2104,LuauSaladBar,6oz,25,0.9,0,8.4,3,2.1
2105,BalsamicVinaigrette,1ozl,13,1,0,4.9,0.9,0.1
2106,RanchDressingNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2107,CaesarDressingNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2108,ThousandIslandDressing,1oz,59,4,9.9,325.9,4.9,0
2109,FrenchDressing,1oz,138,10.9,0,207.4,9.9,0
2110,FatFreeItalianDressing,1oz,14,0,0,482.3,3.4,0
2111,HoneyMustardDressing,1oz,138,12.8,9.9,246.9,4.9,0
2112,OmeletBar,6oz,202,15.6,220.2,201.4,6.3,10.9
2113,PassoverOmeletStation,1each,166,12.5,426,150.6,2.2,13.4
2114,SpinachQuiche,1wedge,285,19.4,124.3,288.4,18.9,9.7
2115,CheeseOmelet,6oz,176,15.4,220.2,198.1,0.8,9.9
2116,BeefStew,6oz,551,52.6,0,2703.7,22.6,2.7
2117,HamburgerBar,4oz,244,3.6,0,2559.1,48.7,7.4
2118,LondonBroil,4oz,167,16.4,0,1744.3,0.2,3.9
2119,SesameFlankSteak,3oz,69,5.6,0,654.8,2.6,1.9
2120,BeefBrisketwithRedWineSauce,41/2oz,194,10.2,58.6,296.8,5.4,16.4
2121,Hamburger,1each,150,2,0,260,29,4
2122,BeefFajitas,6oz,133,8.5,0,1343.2,10.1,4.7
2123,PhillyChickenSteakSandwich,1each,147,2.2,0,272.1,26.5,5
2124,BeefBBQonBun,41/2oz,361,10.1,72.9,538.3,34.8,31.4
2125,Sweet&SourMeatballs,4oz,415,18.8,117.1,212.3,38,24.1
2126,BeefRibs&Tzimmes,4oz,409,1,0.7,1292.2,99.7,7.4
2127,SpicySpareRibs,6oz,98,5.1,26.4,309.3,3.2,9.1
2128,DeluxeHoagie,1each,218,6.2,28.9,612.4,26.4,14.9
2129,Beef&VegStirfryWokStation,3oz,463,39.6,21.9,1895.3,13.1,13.2
2130,BeefLoMein,6oz,830,46.9,51,3707.6,59.5,37
2131,SesameBeefinPita,4oz,330,14.9,0,1377,38.1,11.3
2132,ChuckEyeRoast,3oz,10,0,0,14.7,2.2,0.3
2133,Beef&VegetableStirFry,4oz,369,23.9,51,1886.9,6.1,23.4
2134,BeefTacos,4oz,289,20.7,79.7,82.9,2.5,21.7
2135,Hamburger&Mushrooms,1each,155,2.1,0,260.4,30,4.4
2136,HotDogBar,1each,155,1.8,0,593.7,31.9,4.5
2137,YankeePotRoast,6oz,370,23.2,87.5,275.4,6.1,33.2
2138,RoastBeef,3oz,226,9.7,87.5,359.9,0.2,32.2
2139,CountryBraisedBeefShortRib,5oz,801,61,109.9,396.2,19.5,38.6
2140,BeefKabobs,10oz,51,1.7,0,12.7,9.1,1.5
2141,SalisburySteak,8oz,609,44.4,64.6,1905.3,29.4,22.8
2142,WokBar,51/2oz,103,3.5,0.4,3854.7,6.5,9.2
2143,Meatloaf,4oz,245,14.7,63.8,693.7,8.7,18.2
2144,SalisburySteakwithMushroomSauce,1each,270,16.2,97.6,660.4,10.1,19.7
2145,MeatballSandwich,1each,458,18.6,97.6,795.4,44.4,26.9
2146,TexasBeefChili&Rice,8oz,404,11.2,65,363.6,42.1,31.9
2147,GingerOrangeBarbecuedBeef,3oz,348,16.6,95.2,1968.4,18.2,30.3
2148,AsianPepperSteak,8oz,112,3.2,0,1756.7,17.2,4.4
2149,BraisedSwissSteak,1each,253,18,24.5,201.4,12.8,10.8
2150,GrilledSteakWraps,1each,585,18.9,92.5,1041.5,62,41.8
2151,LuauStyleShortRibs,1srvg,1137,66.6,253.1,1534.5,39.8,92.2
2152,PegLegPete'sGrilledSteakKabob,1each,243,1.3,0,2291.3,54.3,9.8
2153,ShellSteakwithCherryPeppers,1srvg,213,8,9.4,5009,30.6,7.6
2154,PhillyStyleVeganSandwich,1each,434,6.3,0,1291.8,78.9,13
2155,Shepherd'sPie,8oz,310,19.6,63.8,77.6,13.1,18.6
2156,HotTurkeyPastramiSandwich,1half,121,3.8,0,265.6,18.7,3.3
2157,DryRubBeefBackRibs,5oz,72,0.7,0,583.5,14.9,1.6
2158,BraisedBeefShortRibs,4oz,538,27.6,126.6,545,25.6,44.9
2159,GlazedCornedBeef&Lentils,4oz,568,21.9,120.3,193.9,47.9,45.4
2160,Sweet&SourMeatballs,4oz,773,12.8,58.6,617.1,168.8,27.1
2161,MatzoLasagna,6oz,253,18,38.3,176.5,7,11.9
2162,SloppyJoes,1each,349,13.4,49,922.9,39.7,17.7
2163,SteakwithChimichurri,4oz,29,2.3,0,10.8,2.1,0.3
2164,RoastBeef&HorseradishSandwich,1each,195,12,50.4,181,4.7,17.3
2165,SwedishMeatballs,4each,294,16.4,97.6,282.3,14.1,20.9
2166,VeganSweet&SourMeatballs,6oz,527,16.6,0,1250.8,54.4,41.5
2167,Calabacitas,4oz,46,0.4,0,78.7,10.6,1.8
2168,BrazilianVegetableStew,6oz,680,7.1,0,3066.1,133.7,26.2
2169,ChinesePepperSteak,8oz,104,6.9,0,1023,7.5,2.9
2170,VeganFriedRice,8oz,178,3.1,0,1691.8,26.6,11.5
2171,BBQBeefSpareRibs,6oz,75,2.7,7.3,347,11.3,1.2
2172,ChickenWingBar,3oz,156,0.2,0,771.1,37.3,1.6
2173,RunawayBayJamaicanChicken,4oz,95,0,0,1173.9,23.9,2.5
2174,RoastChickenQuarter,1each,822,44.8,306.2,611.3,2.3,96.1
2175,ChickenCantonese,5oz,143,0,0,2911.2,28.9,6
2176,CranberryChicken,1each,1186,64.1,408.2,977.3,29.9,128.5
2177,SouthernFriedChicken,1each,685,33.5,232.9,3892.9,25.5,69
2178,HerbBakedChicken,1each,853,48.9,306.2,327,1.3,96
2179,RoastedFrenchCutChicken,4oz,193,4.4,96.4,370.7,0.6,35.3
2180,ChickenBreast&Mushrooms,6oz,131,8.9,0.1,141.6,13.1,1.1
2181,HoneyGlazedChicken,4each,859,44.9,306.2,380.1,12.1,96.2
2182,TeriyakiChicken,4oz,35,0,0,1514.3,6.2,2.4
2183,GingerChicken,4oz,933,49.4,387.4,8738.4,14.4,100.2
2184,Chicken&SundriedTomatoes,7oz,331,30.4,0,315.2,11,0.7
2185,ChickenBakedBreast,5oz,159,6.1,54.1,204,22.7,2.8
2186,FriedChickenWings,5oz,---,---,---,---,---,---
2187,ChickenFajitas,6oz,223,12.8,73.1,312.9,8.5,18.5
2188,ChickenTenders,4oz,214,7,21.9,506.8,27.4,10.5
2189,ChickenBreastSandwich,1each,242,4.1,0,683.7,45.7,6.8
2190,HoneyPecanChicken,1each,455,32,95.3,236.1,8.6,34.3
2191,ChickenCutlet,1each,0,0,---,906.6,0,0
2192,HerbBakedChicken,2each,567,33.1,199,496.4,1.3,62.4
2193,BBQChicken,1each,982,44.8,306.2,1874.1,42.1,100.2
2194,HoagieBar,1each,376,8.3,28.9,876.1,57,19.3
2195,TurkeyHoagie,1each,157,2.1,0,263.8,30.6,4.4
2196,RoastTurkey,4oz,315,17.9,87.4,89.1,2.1,34.2
2197,CaliforniaTurkeyBurger,4oz,353,11.7,85.7,342.1,32.5,30.1
2198,TurkeyOrientalVegetable,6oz,149,10.1,0.6,2146.5,9.4,5.1
2199,SlicedTurkey,3oz,---,---,---,---,---,---
2200,TurkeyTacos,4oz,196,12,65.9,413.5,2.2,19.7
2201,"Basil,Turkey&BowTies",8oz,191,9.3,55.9,890.4,6.8,19
2202,MesquiteRoastedChicken,2each,542,29.3,199,268.1,3.2,62.9
2203,MangoJalapenoChicken,2each,585,33.7,199,212.7,3.5,62.7
2204,MediterraneanChicken,2each,639,31.6,199,401.1,18.2,66.3
2205,TurkeyCacciatore,1each,349,17.6,83.9,713.5,7.9,34.2
2206,ArrozConPollo,6oz,312,16.3,11.4,581.8,32.7,8.6
2207,GeneralTsoChicken,5oz,296,15.3,16,391.9,32.3,7.9
2208,StirFriedTurkey&Vegetables,6oz,123,2.4,40.9,739,5.7,18.8
2209,TurkeySchnitzel&Cranberry,1each,227,1.6,53.1,215.2,47.5,8.9
2210,RoastTurkeywithBalsamicOnionSauce,4oz,106,9.1,0,356.7,4.5,1.2
2211,BuffaloChickenLegs,6oz,2,0.1,0,476.8,0.3,0.1
2212,ChipotleRoastedChicken,1each,103,9.2,0,1246.3,4.5,0.6
2213,JamaicanJerkedChicken,1srvg,39,0.1,0,939.4,6.9,2.4
2214,ChickenScarpariello,1srvg,656,35.7,219.4,1588.1,25.8,55.3
2215,CaribbeanTurkeyBurgerwithTropicalSalsa,1each,358,10.2,79.1,488.1,39.1,28.3
2216,TropicalSalsa,1oz,36,0.1,0,4.7,8.7,0.6
2217,CastawayTropicalIslandChicken,1piece,242,9.4,109.7,676.5,4.4,25.9
2218,ChineseHappyFamily,1srvng,306,8.4,0,918.9,52.9,8.6
2219,GrilledItalianChicken,1srvg,128,13.8,0,296.3,2,0
2220,TurkeyQuesadillas,1each,51,5.6,15.2,0,0,0
2221,RoastCornishHen,1/2each,626,43.2,297.1,454.2,5.9,50.6
2222,GrilledChickenSandwich,1srvg,150,3,25.5,487.1,25.6,4.8
2223,ChickenwithAppleCiderBBQSauce,4oz,434,21.1,133.1,501.7,17.1,42.3
2224,CaribbeanActionStation,9oz,222,2.1,0.1,51.3,46.3,6
2225,Ginger&HoneyChicken,4oz,940,49.4,387.4,8738.5,16.3,100.2
2226,RunawayBayJamaicanChicken,1each,39,0.2,0,612.9,7.8,1.9
2227,CurriedChicken,6oz,580,23.5,245.8,2352.2,13.9,97.1
2228,RoastChickenCreole,2each,585,31.7,199,516.3,7.7,63.9
2229,Lox&BagelBar,1each,223,1.5,0,633.3,43.5,8.4
2230,BakedPollack,4oz,222,11.1,103.2,200.1,1.6,28.5
2231,Fish&Chips,4oz,98,5.3,146,133.2,7,6
2232,SeafoodTortillas,5oz,208,5.7,9.5,540.8,33,7.6
2233,BakedFish,4oz,88,9.6,0,75.3,1.7,0.2
2234,BroiledSalmon,4oz,155,13.9,22.3,640.1,0.1,7.8
2235,LemonPollack,4oz,5,0,0,6.8,1,0.2
2236,BroiledPollack,4oz,330,20.7,129,304.9,0.1,35.3
2237,FriedFlounder,4oz,263,13.9,38.6,603.3,19.2,16.6
2238,BlackenedSalmon,4oz,130,11.4,15.6,385.9,0.4,7
2239,StuffedFishFilet,4oz,64,1.6,0,26.8,7.7,4.1
2240,HalibutSteaks,6oz,269,17.3,68,93.6,1,25.7
2241,BakedFlounderAmandine,4oz,375,26.1,38.6,680.9,20.3,17.6
2242,FlounderSpinachStuffed,7oz,400,22.9,115.7,389.3,5.1,43.6
2243,CajunTilapia,4oz,127,7,0,89.7,1.1,14.9
2244,KeyLimeSalmonCold,1each,403,27.3,63.2,154.9,13.7,27.3
2245,HerringinWineSauce,4oz,20,1.1,7.5,11.3,0,2.2
2246,FishwichSandwich,1each,186,5.7,3.3,304.2,29.8,4
2247,BakedStuffedPerch,8oz,99,5.9,40.6,235.4,7.2,3
2248,BakedStuffedFlounder,8oz,196,7.4,95.6,349.2,7.5,24
2249,SalmonCucumberRelish,1each,96,4.4,23,95,6.6,8.1
2250,LemonGarlicTilapia,1each,116,5.3,7.6,44.4,2.4,15.1
2251,SouthwesternFishFillet,1each,0,0,0,77.8,0,0
2252,PotatoCrustedTilapia&MushroomSauce,1each,139,4.9,0,69.7,7.7,16.3
2253,GarlicSeafood&Chickpeas,1svg,569,25.4,34,1732.4,64.5,24.7
